"name","number","strictness_rate","percent"
"lmtest",9,"(70,80〉",0.920245398773006
"lmtest",3,"(80,90〉",0.306748466257669
"lmtest",4,"(90,100)",0.408997955010225
"lmtest",414,"100",42.3312883435583
"lmtest",425,NA,43.4560327198364
"mvtnorm",90,"0",10.3448275862069
"mvtnorm",3,"(0,10〉",0.344827586206897
"mvtnorm",5,"(10,20〉",0.574712643678161
"mvtnorm",4,"(20,30〉",0.459770114942529
"mvtnorm",2,"(30,40〉",0.229885057471264
"mvtnorm",1,"(40,50〉",0.114942528735632
"mvtnorm",1,"(50,60〉",0.114942528735632
"mvtnorm",3,"(60,70〉",0.344827586206897
"mvtnorm",6,"(70,80〉",0.689655172413793
"mvtnorm",3,"(80,90〉",0.344827586206897
"mvtnorm",6,"(90,100)",0.689655172413793
"mvtnorm",349,"100",40.1149425287356
"mvtnorm",405,NA,46.551724137931
"rivr",139,"0",15.5480984340045
"rivr",6,"(0,10〉",0.671140939597315
"rivr",2,"(10,20〉",0.223713646532438
"rivr",1,"(20,30〉",0.111856823266219
"rivr",1,"(30,40〉",0.111856823266219
"rivr",3,"(40,50〉",0.335570469798658
"rivr",2,"(50,60〉",0.223713646532438
"rivr",4,"(60,70〉",0.447427293064877
"rivr",5,"(70,80〉",0.559284116331096
"rivr",5,"(80,90〉",0.559284116331096
"rivr",6,"(90,100)",0.671140939597315
"rivr",400,"100",44.7427293064877
"rivr",328,NA,36.6890380313199
"stringr",61,"0",8.73925501432665
"stringr",7,"(0,10〉",1.00286532951289
"stringr",6,"(10,20〉",0.859598853868195
"stringr",2,"(20,30〉",0.286532951289398
"stringr",1,"(30,40〉",0.143266475644699
"stringr",2,"(40,50〉",0.286532951289398
"stringr",0,"(50,60〉",0
"stringr",2,"(60,70〉",0.286532951289398
"stringr",1,"(70,80〉",0.143266475644699
"stringr",5,"(80,90〉",0.716332378223496
"stringr",5,"(90,100)",0.716332378223496
"stringr",338,"100",48.4240687679083
"stringr",279,NA,39.9713467048711
"tm",129,"0",13.8858988159311
"tm",2,"(0,10〉",0.215285252960172
"tm",5,"(10,20〉",0.538213132400431
"tm",4,"(20,30〉",0.430570505920344
"tm",4,"(30,40〉",0.430570505920344
"tm",6,"(40,50〉",0.645855758880517
"tm",0,"(50,60〉",0
"tm",0,"(60,70〉",0
"tm",6,"(70,80〉",0.645855758880517
"tm",6,"(80,90〉",0.645855758880517
"tm",7,"(90,100)",0.753498385360603
"tm",418,"100",44.994617868676
"tm",350,NA,37.6749192680301
